graph,algorithm,repetition,best_weight,runtime,candidates,improvements,duplicates,infeasible,stopping_reason
graph_n11_d75_adj_matrix,local,2,1732.1200000000001,2.0004874839996774,46,5,795,0,time_limit
graph_n8_d50_adj_matrix,random,0,1781.89,2.0000139259991556,31,2,244356,0,time_limit
graph_n8_d50_adj_matrix,random,1,1781.89,2.000022412999897,59,5,255256,0,time_limit
graph_n8_d50_adj_matrix,random,2,1781.89,2.0000170719995367,37,3,247734,0,time_limit
graph_n8_d50_adj_matrix,greedy,0,1781.89,2.000034497999877,9,4,251838,0,time_limit
graph_n8_d50_adj_matrix,greedy,1,1530.54,2.0000153279997903,8,2,270095,0,time_limit
graph_n8_d50_adj_matrix,greedy,2,1530.54,2.000016620999304,8,2,308470,0,time_limit
graph_n8_d50_adj_matrix,local,0,1781.89,2.0000434769990534,4,1,1097,0,time_limit
graph_n8_d50_adj_matrix,local,1,1781.89,2.0015658490010537,5,1,1103,0,time_limit
graph_n8_d50_adj_matrix,local,2,1781.89,2.000716332000593,6,1,1090,0,time_limit
graph_n15_d12.5_adj_matrix,random,0,1783.74,2.0000407209990954,57,7,252936,0,time_limit
graph_n15_d12.5_adj_matrix,random,1,1783.74,2.0000664569997753,78,3,312340,0,time_limit
graph_n15_d12.5_adj_matrix,random,2,1783.74,2.000034995000533,239,5,291060,0,time_limit
graph_n15_d12.5_adj_matrix,greedy,0,1783.74,2.0000139370004035,2,1,306266,0,time_limit
graph_n15_d12.5_adj_matrix,greedy,1,1783.74,2.000018512000679,2,2,275277,0,time_limit
