graph,algorithm,repetition,best_weight,runtime,candidates,improvements,duplicates,infeasible,stopping_reason
graph_n8_d50_adj_matrix,random,0,1350.67,2.000020368999685,35,5,286874,0,time_limit
graph_n8_d50_adj_matrix,random,1,1781.89,2.0000169510003616,32,1,262186,0,time_limit
graph_n8_d50_adj_matrix,random,2,1781.89,2.000024011000278,39,1,251144,0,time_limit
graph_n8_d50_adj_matrix,greedy,0,1530.54,2.0000191970011656,8,2,272677,0,time_limit
graph_n8_d50_adj_matrix,greedy,1,1530.54,2.0000199699989025,8,2,270758,0,time_limit
graph_n8_d50_adj_matrix,greedy,2,1530.54,2.000017600999854,8,3,276626,0,time_limit
graph_n8_d50_adj_matrix,local,0,1781.89,2.0000545519997104,5,1,1111,0,time_limit
graph_n8_d50_adj_matrix,local,1,1781.89,2.001541768999232,5,1,1114,0,time_limit
graph_n8_d50_adj_matrix,local,2,1781.89,2.00166616199931,4,1,1120,0,time_limit
graph_n15_d12.5_adj_matrix,random,0,1783.74,2.0000190880000446,55,3,265311,0,time_limit
graph_n15_d12.5_adj_matrix,random,1,1363.97,2.0000213290004467,47,2,356916,0,time_limit
graph_n15_d12.5_adj_matrix,random,2,1783.74,2.0000353720006387,221,6,296416,0,time_limit
graph_n15_d12.5_adj_matrix,greedy,0,1783.74,2.000012328999219,2,2,276760,0,time_limit
graph_n15_d12.5_adj_matrix,greedy,1,1783.74,2.000029794000511,2,1,279012,0,time_limit
graph_n15_d12.5_adj_matrix,greedy,2,1783.74,2.0000155520010594,2,2,270914,0,time_limit
graph_n15_d12.5_adj_matrix,local,0,1783.74,2.001717531000395,1,1,923,0,time_limit
graph_n15_d12.5_adj_matrix,local,1,1783.74,2.0016235990005953,1,1,931,0,time_limit
graph_n15_d12.5_adj_matrix,local,2,1783.74,2.0014196660013113,1,1,893,0,time_limit
graph_n14_d25_adj_matrix,random,0,1677.22,2.0000286320009764,111,1,261841,0,time_limit
graph_n14_d25_adj_matrix,random,1,1906.1,2.000035970000681,297,6,256967,0,time_limit
graph_n14_d25_adj_matrix,random,2,2049.7799999999997,0.012252974998773425,400,5,812,0,max_candidates
graph_n14_d25_adj_matrix,greedy,0,1885.9,2.000027174999559,6,3,203051,0,time_limit
graph_n14_d25_adj_matrix,greedy,1,2049.7799999999997,2.000025364000976,6,2,200826,0,time_limit
graph_n14_d25_adj_matrix,greedy,2,2049.7799999999997,2.0000211779988604,6,2,194808,0,time_limit
graph_n14_d25_adj_matrix,local,0,2049.7799999999997,2.0002142960001947,12,1,803,0,time_limit
graph_n14_d25_adj_matrix,local,1,2049.7799999999997,2.0023852630001784,10,1,791,0,time_limit
graph_n14_d25_adj_matrix,local,2,2049.7799999999997,2.000105351999082,11,2,814,0,time_limit
graph_n18_d25_adj_matrix,random,0,2574.7,0.006231004999790457,400,5,8,0,max_candidates
graph_n18_d25_adj_matrix,random,1,2775.15,0.0066948950006917585,400,4,14,0,max_candidates
graph_n18_d25_adj_matrix,random,2,2637.45,0.006051024000043981,400,6,5,0,max_candidates
graph_n18_d25_adj_matrix,greedy,0,2795.34,2.000039567001295,78,3,143571,0,time_limit
graph_n18_d25_adj_matrix,greedy,1,2684.68,2.000046625000323,76,3,161805,0,time_limit
graph_n18_d25_adj_matrix,greedy,2,2684.68,2.0000410430002376,76,3,158253,0,time_limit
graph_n18_d25_adj_matrix,local,0,2684.68,2.0016802339996502,52,2,715,0,time_limit
graph_n18_d25_adj_matrix,local,1,2795.34,2.00198453899975,73,3,687,0,time_limit
graph_n18_d25_adj_matrix,local,2,2684.68,2.001868187000582,79,1,631,0,time_limit
graph_n10_d75_adj_matrix,random,0,1796.44,0.009558408999509993,400,5,337,0,max_candidates
graph_n10_d75_adj_matrix,random,1,1776.56,2.0000424579993705,341,5,182283,0,time_limit
graph_n10_d75_adj_matrix,random,2,1775.43,2.0000425319994974,358,9,187733,0,time_limit
graph_n10_d75_adj_matrix,greedy,0,1796.44,2.0000213749990507,23,5,167604,0,time_limit
graph_n10_d75_adj_matrix,greedy,1,1796.44,2.0000246620002144,21,5,167968,0,time_limit
graph_n10_d75_adj_matrix,greedy,2,1796.44,2.000027530000807,48,5,200934,0,time_limit
graph_n10_d75_adj_matrix,local,0,1796.44,2.002196401999754,22,3,863,0,time_limit
graph_n10_d75_adj_matrix,local,1,1796.44,2.0008069739997154,20,1,828,0,time_limit
graph_n10_d75_adj_matrix,local,2,1796.44,2.0020585430011124,18,2,905,0,time_limit
graph_n8_d25_adj_matrix,random,0,1373.58,2.000017141999706,10,2,378301,0,time_limit
graph_n8_d25_adj_matrix,random,1,1373.58,2.000017147000108,10,3,376842,0,time_limit
graph_n8_d25_adj_matrix,random,2,1373.58,2.0000166629997693,10,2,330136,0,time_limit
graph_n8_d25_adj_matrix,greedy,0,1373.58,2.0000164570010384,1,1,335427,0,time_limit
graph_n8_d25_adj_matrix,greedy,1,1373.58,2.0000205829983315,1,1,332513,0,time_limit
graph_n8_d25_adj_matrix,greedy,2,1373.58,2.0000280590011243,1,1,336704,0,time_limit
graph_n8_d25_adj_matrix,local,0,1373.58,2.0006136880001577,1,1,1130,0,time_limit
graph_n8_d25_adj_matrix,local,1,1373.58,2.0005956040004094,1,1,1128,0,time_limit
graph_n8_d25_adj_matrix,local,2,1373.58,2.0015652220008633,1,1,1136,0,time_limit
graph_n6_d25_adj_matrix,random,0,722.3299999999999,2.0000152960001287,2,1,440716,0,time_limit
graph_n6_d25_adj_matrix,random,1,408.27,2.000019072000214,3,2,476329,0,time_limit
graph_n6_d25_adj_matrix,random,2,408.27,2.000018168999304,3,2,494137,0,time_limit
graph_n6_d25_adj_matrix,greedy,0,722.3299999999999,2.0000157980011863,2,1,442543,0,time_limit
graph_n6_d25_adj_matrix,greedy,1,722.3299999999999,2.0000148239996633,2,1,459865,0,time_limit
graph_n6_d25_adj_matrix,greedy,2,722.3299999999999,2.000015178000467,2,1,466848,0,time_limit
graph_n6_d25_adj_matrix,local,0,722.3299999999999,2.0006041579999874,1,1,1361,0,time_limit
graph_n6_d25_adj_matrix,local,1,722.3299999999999,2.000376338000933,1,1,1274,0,time_limit
graph_n6_d25_adj_matrix,local,2,722.3299999999999,2.001091242998882,1,1,1351,0,time_limit
graph_n11_d12.5_adj_matrix,random,0,704.9,2.0000153340006364,6,2,349855,0,time_limit
graph_n11_d12.5_adj_matrix,random,1,704.9,2.0000140120009746,6,4,349771,0,time_limit
graph_n11_d12.5_adj_matrix,random,2,853.51,2.0000239340006374,3,1,347153,0,time_limit
graph_n11_d12.5_adj_matrix,greedy,0,853.51,2.000017931999537,2,1,344208,0,time_limit
graph_n11_d12.5_adj_matrix,greedy,1,704.9,2.000015910000002,2,2,351277,0,time_limit
graph_n11_d12.5_adj_matrix,greedy,2,853.51,2.0000187780005945,2,1,349735,0,time_limit
graph_n11_d12.5_adj_matrix,local,0,853.51,2.001074232000974,1,1,1150,0,time_limit
graph_n11_d12.5_adj_matrix,local,1,853.51,2.000835097000163,1,1,1144,0,time_limit
graph_n11_d12.5_adj_matrix,local,2,853.51,2.0005652330000885,1,1,1158,0,time_limit
graph_n9_d25_adj_matrix,random,0,994.62,2.0000147440005094,26,3,312668,0,time_limit
graph_n9_d25_adj_matrix,random,1,994.62,2.0000167729995155,16,4,307340,0,time_limit
graph_n9_d25_adj_matrix,random,2,994.62,2.0000149609986693,17,6,309606,0,time_limit
graph_n9_d25_adj_matrix,greedy,0,1119.42,2.000021181000193,2,1,306642,0,time_limit
graph_n9_d25_adj_matrix,greedy,1,994.62,2.000013991000742,2,1,321181,0,time_limit
graph_n9_d25_adj_matrix,greedy,2,1119.42,2.0000175569985004,2,1,318488,0,time_limit
graph_n9_d25_adj_matrix,local,0,1119.42,2.000802931999715,1,1,1126,0,time_limit
graph_n9_d25_adj_matrix,local,1,1119.42,2.000706344999344,1,1,1183,0,time_limit
graph_n9_d25_adj_matrix,local,2,1119.42,2.0000821729991003,1,1,1167,0,time_limit
graph_n20_d50_adj_matrix,random,0,2949.66,0.012327218000791618,400,5,92,0,max_candidates
graph_n20_d50_adj_matrix,random,1,2912.53,0.016034561000196845,400,10,276,0,max_candidates
graph_n20_d50_adj_matrix,random,2,3030.59,0.009927803001119173,400,2,0,0,max_candidates
graph_n20_d50_adj_matrix,greedy,0,3325.86,0.1944613739997294,400,7,7659,0,max_candidates
graph_n20_d50_adj_matrix,greedy,1,3347.9,0.08176030800132139,400,5,2473,0,max_candidates
graph_n20_d50_adj_matrix,greedy,2,3347.9,2.000054170999647,220,2,82876,0,time_limit
graph_n20_d50_adj_matrix,local,0,3379.13,2.0008343779991264,297,4,376,0,time_limit
graph_n20_d50_adj_matrix,local,1,3325.86,2.001200701999551,248,4,525,0,time_limit
graph_n20_d50_adj_matrix,local,2,3426.35,2.002238834998934,190,5,420,0,time_limit
graph_n4_d25_adj_matrix,random,0,313.9,2.0000192649986275,1,1,610109,0,time_limit
graph_n4_d25_adj_matrix,random,1,313.9,2.0000187109999388,1,1,629934,0,time_limit
graph_n4_d25_adj_matrix,random,2,313.9,2.0000140350002766,1,1,625868,0,time_limit
graph_n4_d25_adj_matrix,greedy,0,313.9,2.000015435998648,1,1,604828,0,time_limit
graph_n4_d25_adj_matrix,greedy,1,313.9,2.000015927998902,1,1,624643,0,time_limit
graph_n4_d25_adj_matrix,greedy,2,313.9,2.000017817999833,1,1,628335,0,time_limit
graph_n4_d25_adj_matrix,local,0,313.9,2.001119087999541,1,1,1833,0,time_limit
graph_n4_d25_adj_matrix,local,1,313.9,2.000676364001265,1,1,1820,0,time_limit
graph_n4_d25_adj_matrix,local,2,313.9,2.0006557640008396,1,1,1788,0,time_limit
graph_n16_d25_adj_matrix,random,0,2406.07,0.005080852000901359,400,9,3,0,max_candidates
graph_n16_d25_adj_matrix,random,1,2336.69,0.005009962000258383,400,8,9,0,max_candidates
graph_n16_d25_adj_matrix,random,2,2464.4300000000003,0.005582735000643879,400,4,19,0,max_candidates
graph_n16_d25_adj_matrix,greedy,0,2477.92,2.000017344000298,9,3,171600,0,time_limit
graph_n16_d25_adj_matrix,greedy,1,2477.92,2.0000179070011654,6,1,171139,0,time_limit
graph_n16_d25_adj_matrix,greedy,2,2347.46,2.0000161640000442,9,2,173255,0,time_limit
graph_n16_d25_adj_matrix,local,0,2477.92,2.00174789599987,37,2,738,0,time_limit
graph_n16_d25_adj_matrix,local,1,2477.92,2.000632246999885,39,2,755,0,time_limit
graph_n16_d25_adj_matrix,local,2,2477.92,2.0010104430002684,34,2,745,0,time_limit
graph_n15_d25_adj_matrix,random,0,2486.88,0.006073652999475598,400,4,70,0,max_candidates
graph_n15_d25_adj_matrix,random,1,2670.74,0.0062722839993512025,400,6,112,0,max_candidates
graph_n15_d25_adj_matrix,random,2,2509.39,2.0000512400001753,397,3,223514,0,time_limit
graph_n15_d25_adj_matrix,greedy,0,2670.74,2.0000274970007013,31,3,188810,0,time_limit
graph_n15_d25_adj_matrix,greedy,1,2670.74,2.0000259640000877,21,2,182297,0,time_limit
graph_n15_d25_adj_matrix,greedy,2,2670.74,2.000020309998945,40,5,182931,0,time_limit
graph_n15_d25_adj_matrix,local,0,2670.74,2.002449482000884,29,1,771,0,time_limit
graph_n15_d25_adj_matrix,local,1,2670.74,2.00251052800013,36,3,772,0,time_limit
graph_n15_d25_adj_matrix,local,2,2670.74,2.000604758000918,54,2,790,0,time_limit
graph_n5_d12.5_adj_matrix,random,0,396.69,2.000011314999938,1,1,611166,0,time_limit
graph_n5_d12.5_adj_matrix,random,1,396.69,2.000015928000721,1,1,602641,0,time_limit
graph_n5_d12.5_adj_matrix,random,2,396.69,2.0000150239993673,1,1,627174,0,time_limit
graph_n5_d12.5_adj_matrix,greedy,0,396.69,2.000016982998204,1,1,621666,0,time_limit
graph_n5_d12.5_adj_matrix,greedy,1,396.69,2.000017406000552,1,1,615879,0,time_limit
graph_n5_d12.5_adj_matrix,greedy,2,396.69,2.0000147549999383,1,1,626869,0,time_limit
graph_n5_d12.5_adj_matrix,local,0,396.69,2.000337079000019,1,1,1730,0,time_limit
graph_n5_d12.5_adj_matrix,local,1,396.69,2.000574264999159,1,1,1795,0,time_limit
graph_n5_d12.5_adj_matrix,local,2,396.69,2.0007285490009963,1,1,1762,0,time_limit
graph_n16_d75_adj_matrix,random,0,2781.26,0.010885544999837293,400,9,82,0,max_candidates
graph_n16_d75_adj_matrix,random,1,2845.16,0.009743422000610735,400,7,1,0,max_candidates
graph_n16_d75_adj_matrix,random,2,2786.08,0.011384704001102364,400,3,87,0,max_candidates
graph_n16_d75_adj_matrix,greedy,0,3226.11,2.0000513659997523,243,6,72241,0,time_limit
graph_n16_d75_adj_matrix,greedy,1,3226.11,2.0000714139987394,186,6,71843,0,time_limit
graph_n16_d75_adj_matrix,greedy,2,3226.11,2.000068135001129,334,5,83151,0,time_limit
graph_n16_d75_adj_matrix,local,0,3213.84,2.000460789000499,125,3,569,0,time_limit
graph_n16_d75_adj_matrix,local,1,3155.03,2.0019061679995502,117,2,638,0,time_limit
graph_n16_d75_adj_matrix,local,2,3222.88,2.0017365260009683,75,4,588,0,time_limit
graph_n13_d25_adj_matrix,random,0,1897.91,2.000026941001124,139,2,222051,0,time_limit
graph_n13_d25_adj_matrix,random,1,1757.18,2.000030297000194,84,5,251991,0,time_limit
graph_n13_d25_adj_matrix,random,2,1897.91,2.0000460840001324,368,9,258374,0,time_limit
graph_n13_d25_adj_matrix,greedy,0,1795.83,2.0000238079992414,5,1,237314,0,time_limit
graph_n13_d25_adj_matrix,greedy,1,1795.83,2.0000184339987754,5,1,235390,0,time_limit
graph_n13_d25_adj_matrix,greedy,2,1795.83,2.00001403799979,5,1,228739,0,time_limit
graph_n13_d25_adj_matrix,local,0,1897.91,2.000313313001243,3,1,886,0,time_limit
graph_n13_d25_adj_matrix,local,1,1897.91,2.0017673530001048,3,1,886,0,time_limit
graph_n13_d25_adj_matrix,local,2,1897.91,2.001237606000359,3,1,885,0,time_limit
graph_n17_d50_adj_matrix,random,0,2582.02,0.008941987000071094,400,7,1,0,max_candidates
graph_n17_d50_adj_matrix,random,1,2396.49,2.0000379360008083,247,5,120044,0,time_limit
graph_n17_d50_adj_matrix,random,2,2332.52,0.008857337999870651,400,3,44,0,max_candidates
graph_n17_d50_adj_matrix,greedy,0,2733.07,2.000030956000046,125,1,88683,0,time_limit
graph_n17_d50_adj_matrix,greedy,1,2733.07,2.0000357080007234,103,3,113034,0,time_limit
graph_n17_d50_adj_matrix,greedy,2,2733.07,2.0000394830003643,200,2,107851,0,time_limit
graph_n17_d50_adj_matrix,local,0,2733.07,2.002941204000308,119,1,593,0,time_limit
graph_n17_d50_adj_matrix,local,1,2733.07,2.000951205000092,110,2,605,0,time_limit
graph_n17_d50_adj_matrix,local,2,2733.07,2.000025593999453,135,2,556,0,time_limit
graph_n15_d50_adj_matrix,random,0,2851.78,0.007799375000104192,400,6,76,0,max_candidates
graph_n15_d50_adj_matrix,random,1,2676.42,2.0000423590008722,361,6,154327,0,time_limit
graph_n15_d50_adj_matrix,random,2,2882.13,0.0075907579994236585,400,7,3,0,max_candidates
graph_n15_d50_adj_matrix,greedy,0,2897.42,2.0000232250004046,71,3,140308,0,time_limit
graph_n15_d50_adj_matrix,greedy,1,2887.65,2.000033075999454,115,3,140672,0,time_limit
graph_n15_d50_adj_matrix,greedy,2,2986.23,2.0000399239997932,148,4,111198,0,time_limit
graph_n15_d50_adj_matrix,local,0,2986.23,2.0000325239998347,185,6,585,0,time_limit
graph_n15_d50_adj_matrix,local,1,2986.23,2.001048725000146,164,5,576,0,time_limit
graph_n15_d50_adj_matrix,local,2,2933.65,2.0014667309988,75,3,915,0,time_limit
graph_n7_d12.5_adj_matrix,random,0,310.1,2.00001374599924,2,2,573721,0,time_limit
graph_n7_d12.5_adj_matrix,random,1,310.1,2.0000147259997902,2,1,575262,0,time_limit
graph_n7_d12.5_adj_matrix,random,2,310.1,2.000016615998902,2,1,588709,0,time_limit
graph_n7_d12.5_adj_matrix,greedy,0,310.1,2.0000137539991556,1,1,570924,0,time_limit
graph_n7_d12.5_adj_matrix,greedy,1,310.1,2.000016552001398,1,1,584444,0,time_limit
graph_n7_d12.5_adj_matrix,greedy,2,310.1,2.000015996000002,1,1,586285,0,time_limit
graph_n7_d12.5_adj_matrix,local,0,310.1,2.0009869400000753,1,1,1661,0,time_limit
graph_n7_d12.5_adj_matrix,local,1,310.1,2.0011692289990606,1,1,1703,0,time_limit
graph_n7_d12.5_adj_matrix,local,2,310.1,2.0007008029988356,1,1,1700,0,time_limit
graph_n13_d75_adj_matrix,random,0,2136.31,0.006979641000725678,400,3,2,0,max_candidates
graph_n13_d75_adj_matrix,random,1,2160.89,0.007079097000314505,400,8,3,0,max_candidates
graph_n13_d75_adj_matrix,random,2,2098.2599999999998,0.007315232000109972,400,5,4,0,max_candidates
graph_n13_d75_adj_matrix,greedy,0,2202.86,2.0000331880000886,70,5,106994,0,time_limit
graph_n13_d75_adj_matrix,greedy,1,2202.86,2.0000234139988606,121,4,116031,0,time_limit
graph_n13_d75_adj_matrix,greedy,2,2202.86,2.000028096999813,86,5,118588,0,time_limit
graph_n13_d75_adj_matrix,local,0,2208.0299999999997,2.0012630420005735,131,3,738,0,time_limit
graph_n13_d75_adj_matrix,local,1,2207.06,2.0005605059996014,60,5,910,0,time_limit
graph_n13_d75_adj_matrix,local,2,2208.0299999999997,2.00047271800031,121,4,656,0,time_limit
graph_n19_d12.5_adj_matrix,random,0,1627.93,0.004764608000186854,400,4,20,0,max_candidates
graph_n19_d12.5_adj_matrix,random,1,1687.59,2.0000537399992027,387,7,245782,0,time_limit
graph_n19_d12.5_adj_matrix,random,2,1640.44,2.000062541999796,218,7,254901,0,time_limit
graph_n19_d12.5_adj_matrix,greedy,0,1687.59,2.000026646999686,2,1,206880,0,time_limit
graph_n19_d12.5_adj_matrix,greedy,1,1687.59,2.000018757000362,2,1,207877,0,time_limit
graph_n19_d12.5_adj_matrix,greedy,2,1687.59,2.0000148489998537,2,1,208788,0,time_limit
graph_n19_d12.5_adj_matrix,local,0,1687.59,2.0026136659998883,2,1,744,0,time_limit
graph_n19_d12.5_adj_matrix,local,1,1687.59,2.0020041600000695,1,1,742,0,time_limit
graph_n19_d12.5_adj_matrix,local,2,1687.59,2.0005946150013187,1,1,735,0,time_limit
graph_n20_d25_adj_matrix,random,0,2616.56,0.006876555000417284,400,10,1,0,max_candidates
graph_n20_d25_adj_matrix,random,1,2228.7200000000003,2.000050968999858,201,1,158237,0,time_limit
graph_n20_d25_adj_matrix,random,2,2190.58,2.0000309260012727,159,5,156457,0,time_limit
graph_n20_d25_adj_matrix,greedy,0,2851.93,2.0000280659987766,96,3,148315,0,time_limit
graph_n20_d25_adj_matrix,greedy,1,3111.61,2.0000341449995176,53,5,120885,0,time_limit
graph_n20_d25_adj_matrix,greedy,2,3111.61,2.0000405729988415,59,1,120466,0,time_limit
graph_n20_d25_adj_matrix,local,0,3165.63,2.001949491999767,141,3,520,0,time_limit
graph_n20_d25_adj_matrix,local,1,2854.11,2.0017844590001914,96,4,769,0,time_limit
graph_n20_d25_adj_matrix,local,2,3165.63,2.0010105450000992,134,4,530,0,time_limit
graph_n18_d50_adj_matrix,random,0,3064.65,0.008888768001270364,400,7,0,0,max_candidates
graph_n18_d50_adj_matrix,random,1,3194.2200000000003,0.009394492999490467,400,5,0,0,max_candidates
graph_n18_d50_adj_matrix,random,2,3234.05,0.009329959000751842,400,6,1,0,max_candidates
graph_n18_d50_adj_matrix,greedy,0,3290.24,0.10241184799997427,400,7,4031,0,max_candidates
graph_n18_d50_adj_matrix,greedy,1,3290.24,2.0000596520003455,351,4,82141,0,time_limit
graph_n18_d50_adj_matrix,greedy,2,3290.24,2.000047221999921,286,3,80073,0,time_limit
graph_n18_d50_adj_matrix,local,0,3304.7,2.002600989999337,197,6,439,0,time_limit
graph_n18_d50_adj_matrix,local,1,3290.24,2.0025189989992214,196,1,441,0,time_limit
graph_n18_d50_adj_matrix,local,2,3299.0,2.000035217999539,172,4,479,0,time_limit
graph_n17_d25_adj_matrix,random,0,2252.81,2.000055054999393,323,7,197077,0,time_limit
graph_n17_d25_adj_matrix,random,1,2315.15,0.005684076999386889,400,7,7,0,max_candidates
graph_n17_d25_adj_matrix,random,2,2294.12,0.006106060000092839,400,5,23,0,max_candidates
graph_n17_d25_adj_matrix,greedy,0,2327.69,2.0000167849993886,26,2,151629,0,time_limit
graph_n17_d25_adj_matrix,greedy,1,2327.69,2.0000154600002134,33,6,154735,0,time_limit
graph_n17_d25_adj_matrix,greedy,2,2327.69,2.0000311069998133,52,8,152571,0,time_limit
graph_n17_d25_adj_matrix,local,0,2327.69,2.001494994001405,62,4,673,0,time_limit
graph_n17_d25_adj_matrix,local,1,2327.69,2.0020489130001806,47,3,667,0,time_limit
graph_n17_d25_adj_matrix,local,2,2327.69,2.000611919998846,54,2,775,0,time_limit
graph_n18_d75_adj_matrix,random,0,3192.66,0.01261874000010721,400,6,0,0,max_candidates
graph_n18_d75_adj_matrix,random,1,3155.73,0.012627889998839237,400,7,0,0,max_candidates
graph_n18_d75_adj_matrix,random,2,3267.05,0.012142908000896568,400,5,0,0,max_candidates
graph_n18_d75_adj_matrix,greedy,0,3410.2,0.6931681569985813,400,4,19207,0,max_candidates
graph_n18_d75_adj_matrix,greedy,1,3242.64,2.0000472520005133,111,2,69442,0,time_limit
graph_n18_d75_adj_matrix,greedy,2,3242.64,2.000047393999921,242,3,67961,0,time_limit
graph_n18_d75_adj_matrix,local,0,3269.25,2.00101645200084,183,5,469,0,time_limit
graph_n18_d75_adj_matrix,local,1,3362.31,2.0018687339997996,167,4,427,0,time_limit
graph_n18_d75_adj_matrix,local,2,3333.9,2.0013036469990766,179,4,425,0,time_limit
graph_n10_d12.5_adj_matrix,random,0,1010.78,2.0000167439993675,2,1,339435,0,time_limit
graph_n10_d12.5_adj_matrix,random,1,1010.78,2.000017235000996,2,1,349035,0,time_limit
graph_n10_d12.5_adj_matrix,random,2,884.69,2.000014793000446,5,2,440012,0,time_limit
graph_n10_d12.5_adj_matrix,greedy,0,1010.78,2.0000210819998756,1,1,427281,0,time_limit
graph_n10_d12.5_adj_matrix,greedy,1,1010.78,2.000022619999072,1,1,392499,0,time_limit
graph_n10_d12.5_adj_matrix,greedy,2,1010.78,2.000016826999854,1,1,374389,0,time_limit
graph_n10_d12.5_adj_matrix,local,0,1010.78,2.00133837499925,1,1,1036,0,time_limit
graph_n10_d12.5_adj_matrix,local,1,1010.78,2.001911151000968,1,1,1060,0,time_limit
graph_n10_d12.5_adj_matrix,local,2,1010.78,2.000740883999242,1,1,1084,0,time_limit
graph_n17_d75_adj_matrix,random,0,2651.68,0.010431225000502309,400,6,0,0,max_candidates
graph_n17_d75_adj_matrix,random,1,2537.5,0.010374652998507372,400,2,2,0,max_candidates
graph_n17_d75_adj_matrix,random,2,2104.08,2.0000498709996464,237,4,86826,0,time_limit
graph_n17_d75_adj_matrix,greedy,0,2809.13,2.000069360001362,235,4,75961,0,time_limit
graph_n17_d75_adj_matrix,greedy,1,2809.13,2.0000400980006816,333,3,63259,0,time_limit
graph_n17_d75_adj_matrix,greedy,2,2809.13,2.000060215001213,323,6,75146,0,time_limit
graph_n17_d75_adj_matrix,local,0,2783.3199999999997,2.0017218940010935,139,4,620,0,time_limit
graph_n17_d75_adj_matrix,local,1,2809.13,2.0010595160001685,87,4,531,0,time_limit
graph_n17_d75_adj_matrix,local,2,2809.13,2.002302843000507,149,6,509,0,time_limit
graph_n20_d75_adj_matrix,random,0,3074.13,0.014227547000700724,400,3,33,0,max_candidates
graph_n20_d75_adj_matrix,random,1,3180.31,0.015134932000364643,400,5,0,0,max_candidates
graph_n20_d75_adj_matrix,random,2,2976.21,0.0145017459999508,400,8,0,0,max_candidates
graph_n20_d75_adj_matrix,greedy,0,3491.71,0.05096182899978885,400,7,718,0,max_candidates
graph_n20_d75_adj_matrix,greedy,1,3473.9,2.0000764279993746,317,3,55593,0,time_limit
graph_n20_d75_adj_matrix,greedy,2,3487.11,0.025739084998349426,400,4,222,0,max_candidates
graph_n20_d75_adj_matrix,local,0,3487.11,2.0019253530008427,391,11,184,0,time_limit
graph_n20_d75_adj_matrix,local,1,3491.71,2.001091373998861,332,6,223,0,time_limit
graph_n20_d75_adj_matrix,local,2,3487.11,2.0009884989995044,261,3,264,0,time_limit
graph_n7_d75_adj_matrix,random,0,1038.24,2.000018677999833,58,4,294224,0,time_limit
graph_n7_d75_adj_matrix,random,1,1011.53,2.000023709000743,60,3,301753,0,time_limit
graph_n7_d75_adj_matrix,random,2,1038.24,2.000020638000933,36,5,260004,0,time_limit
graph_n7_d75_adj_matrix,greedy,0,1038.24,2.000018196000383,12,4,281790,0,time_limit
graph_n7_d75_adj_matrix,greedy,1,744.63,2.0000190369992197,9,2,279565,0,time_limit
graph_n7_d75_adj_matrix,greedy,2,1038.24,2.0000143599991134,6,2,273986,0,time_limit
graph_n7_d75_adj_matrix,local,0,1038.24,2.0012095649999537,3,1,1228,0,time_limit
graph_n7_d75_adj_matrix,local,1,1038.24,2.001053330999639,3,1,1191,0,time_limit
graph_n7_d75_adj_matrix,local,2,1038.24,2.00126816699958,3,1,1201,0,time_limit
graph_n13_d50_adj_matrix,random,0,2026.62,0.0061534140004368965,400,4,44,0,max_candidates
graph_n13_d50_adj_matrix,random,1,2092.59,0.006330742000500322,400,4,16,0,max_candidates
graph_n13_d50_adj_matrix,random,2,2083.18,2.0000421660006396,192,6,172785,0,time_limit
graph_n13_d50_adj_matrix,greedy,0,2128.93,2.0000350439986505,29,2,141796,0,time_limit
graph_n13_d50_adj_matrix,greedy,1,1918.06,2.000028899999961,20,3,153033,0,time_limit
graph_n13_d50_adj_matrix,greedy,2,1918.06,2.000031976000173,24,3,159690,0,time_limit
graph_n13_d50_adj_matrix,local,0,2128.93,2.0014878310012136,50,1,857,0,time_limit
graph_n13_d50_adj_matrix,local,1,2128.93,2.0020680090001406,26,3,880,0,time_limit
graph_n13_d50_adj_matrix,local,2,2128.93,2.000363381999705,27,1,880,0,time_limit
graph_n5_d75_adj_matrix,random,0,760.3,2.000018226000975,8,4,336874,0,time_limit
graph_n5_d75_adj_matrix,random,1,760.3,2.0000163429995155,8,1,347768,0,time_limit
graph_n5_d75_adj_matrix,random,2,760.3,2.00001390000034,8,2,337000,0,time_limit
graph_n5_d75_adj_matrix,greedy,0,760.3,2.0000201180009753,2,1,353410,0,time_limit
graph_n5_d75_adj_matrix,greedy,1,760.3,2.0000185139997484,2,1,350940,0,time_limit
graph_n5_d75_adj_matrix,greedy,2,760.3,2.000016840000171,2,1,350198,0,time_limit
graph_n5_d75_adj_matrix,local,0,760.3,2.0007855910007493,1,1,1440,0,time_limit
graph_n5_d75_adj_matrix,local,1,760.3,2.000880997000422,1,1,1422,0,time_limit
graph_n5_d75_adj_matrix,local,2,760.3,2.0005727169991587,1,1,1416,0,time_limit
graph_n7_d50_adj_matrix,random,0,1038.24,2.000020619998395,24,3,292833,0,time_limit
graph_n7_d50_adj_matrix,random,1,725.02,2.00002676800068,20,1,328263,0,time_limit
graph_n7_d50_adj_matrix,random,2,1038.24,2.000020415000108,13,4,299958,0,time_limit
graph_n7_d50_adj_matrix,greedy,0,1038.24,2.0000135020000016,10,2,296950,0,time_limit
graph_n7_d50_adj_matrix,greedy,1,725.02,2.0000158789989655,9,1,320572,0,time_limit
graph_n7_d50_adj_matrix,greedy,2,1038.24,2.0000153220007633,5,1,305620,0,time_limit
graph_n7_d50_adj_matrix,local,0,1038.24,2.000740911000321,1,1,1236,0,time_limit
graph_n7_d50_adj_matrix,local,1,1038.24,2.000942267000937,1,1,1221,0,time_limit
